SERIE B,,,
VIDA MEDIA ESTIMADA,17,28,15,03,13,28
DURACIÓN ESTIMADA,12,01,10,89,9,96
VENCIMIENTO ESTIMADO,18/07/2024,18/04/2022,18/07/2020
TIR,4,2676%,4,2676%,4,2676%
