SERIE F,,,
VIDA MEDIA ESTIMADA,12,73,11,04,9,73
DURACIÓN ESTIMADA,7,22,6,75,6,32
VENCIMIENTO ESTIMADO,18/07/2024,18/04/2022,18/07/2020
TIR,4,5568%,4,5568%,4,5568%
