SERIE A3,,,
VIDA MEDIA ESTIMADA,14,23,12,35,10,85
DURACIÓN ESTIMADA,11,46,10,21,9,17
VENCIMIENTO ESTIMADO,18/07/2024,18/04/2022,18/07/2020
TIR,4,2598%,4,2598%,4,2598%
