,,CURRENT,CURRENT,WEIGHTED INT. RATE
CURRENT,,,,
,NUM.,BALANCE,BALANCE,BY CURRENT
RATE,,,,
,,EUROS,%,BALANCE
,,,,
2.00-3.00,1,884,174,082,972.50,29.01,2.79
3.00-4.00,3,007,238,927,127.48,39.82,3.41
4.00-5.00,2,412,171,442,874.47,28.57,4.31
5.00-6.00,215,15,063,940.44,2.51,5.07
6.00-7.00,7,443,211.01,0.07,6.29
7.00-8.00,1,39,874.06,0.01,7.25
TOTAL,7,526,599,999,999.96,100.00,3.53
