,,%,Amount (Euros)
A Bond,Domestic Tranche,6.96%,39,500,000.00
,International Tranche,93.04%,527,800,000.00
B Bond,Domestic Tranche,0.00%,0.00
,International Tranche,100.00%,19,200,000.00
C Bond,Domestic Tranche,33.33%,2,000,000.00
,International Tranche,66.67%,4,000,000.00
D Bond,Domestic Tranche,33.33%,2,500,000.00
,International Tranche,66.67%,5,000,000.00
