Information as of 21/01/2004,
,PRELIMINARY LOAN SELECTION, TDA 19-MIXTO ISSUE
(Grouped by next reset of the interest period)
,
,WEIGHTED WEIGHTED Min Max
NEXT WEIGHTED AVERAGE AVERAGE CURRENT CURRENT
INTEREST TOTAL CURRENT CURRENT AVERAGE INITIAL REMAINING CURRENT INTEREST INTEREST
RESET NUMBER BALANCE EUROS BALANCE% TERM (months) TERM (months) INTEREST RATE RATE RATE
,200401 234 17.465.309,76 2,91 299 268 4,26 2,69 5,25
200402 292 21.629.826,52 3,60 298 268 4,30 3,00 6,00
200403 371 29.865.127,57 4,98 293 264 4,01 2,66 5,00
200404 346 27.311.410,78 4,55 289 265 3,89 2,98 5,00
200405 532 41.296.096,01 6,88 296 273 3,69 2,90 5,50
200406 808 66.846.140,74 11,14 290 276 3,48 2,75 6,00
200407 1.601 130.218.350,85 21,70 289 277 3,34 2,51 6,50
200408 978 78.112.612,46 13,02 284 274 3,26 2,51 7,25
200409 890 70.474.259,96 11,75 290 280 3,22 2,51 5,50
200410 579 48.361.226,66 8,06 296 279 3,40 2,51 5,02
200411 354 27.251.839,49 4,54 301 273 3,59 2,58 5,50
200412 390 29.739.793,76 4,96 295 263 4,27 2,80 5,35
200501 48 3.506.549,20 0,58 270 254 3,45 2,91 5,25
200503 1 82.755,76 0,01 240 194 5,75 5,75 5,75
200508 2 118.098,05 0,02 301 296 2,75 2,75 2,75
200511 1 84.564,54 0,01 360 312 5,00 5,00 5,00
200512 3 225.298,58 0,04 240 203 6,50 6,50 6,50
200608 13 930.783,63 0,16 235 230 2,75 2,75 2,75
200609 44 3.536.754,52 0,59 261 257 2,75 2,75 2,75
200610 36 2.739.559,33 0,46 297 294 2,75 2,75 2,90
200611 3 203.641,79 0,03 297 285 2,91 2,75 3,60
,TOTAL 7.526 599.999.999,96 100,00 291 274 3,53 2,51 7,25
67,
