REFERENCE,,CURRENT,CURRENT,WEIGHTED SPREAD
INTEREST,NUM.,BALANCE,BALANCE,BY CURRENT
RATE,,EUROS,%,BALANCE
EURIBOR,4,549,392,402,407.08,65.40,1.17
IRPH,2,785,194,245,148.39,32.37,0.24
MIBOR,192,13,352,444.49,2.23,1.02
TOTAL,7,526,599,999,999.96,100.00,
