,Recursos Propios,,,31/12/2003,,,31/12/2004,
Capital,,,903.000,,,903.000,,
Reservas,,,,,,,,
Reserva Legal,,,180.600,00,,,180.600,00,,
Reservas Voluntarias,,,1.107.137,92,,,1.426.151,51,,
Perdidas y Ganancias,,,,,,,,
Beneficio ejercicio,,,859.013,59,,,1.273.036,01,,
TOTAL,,,3.049.751,51,,,3.782.787,52,,
