,,,Diferencial,,Tipo de Interés
Tipo aplicable al Bono A,2,080,+,0,230%,=,2,310%
Tipo aplicable al Bono B,2,080,+,0,600%,=,2,680%
Tipo aplicable al Bono C,2,080,+,1,100%,=,3,180%
Tipo aplicable al Bono D,2,080,+,3,500%,=,5,580%
