,,,,TIPO
,,SALDO,,ACTUAL
,,,SALDO,
TIPO,,ACTUAL,,PONDERADO
,NUM.,,ACTUAL,
ACTUAL,,TOTAL,,POR
,,,%,
,,EUROS,,SALDO
,,,,
,,,,ACTUAL
2,00 - 3,00,1.884,174.082.972,50,29,01,2,79
3,00 - 4,00,3.007,238.927.127,48,39,82,3,41
