,Serie A1,
Entidad,,
,Nº,Importe
,,
CAJA MADRID,1.035,103.500.000
Barclays,1.035,103.500.000
RBS,1.035,103.500.000
Calyon,1.035,103.500.000
TOTAL,4.140,414.000.000
