,,,,,31.12.2007,,31.12.2006,,(A)/(B),
,,,,,,,,,,
,BALANCE (millones de euros),,,,,,,,,
,,,,44,,40,,1,033,,
,,,,,39,,34,,1,047,
,,,,,37,,31,,1,008,
,,,,,1,,1,,0,993,
,,,,,37,,32,,1,007,
,,,,,5,,4,,1,155,
,,,,,5,,5,,1,071,
,,,,,,,,,,
,CUENTA DE RESULTADOS (millones de euros),,,,,,,,,
,,,,,1,3,,1,,0,934,
,,,,,1,4,,1,,0,885,
,,,,,1,4,,1,,0,931,
,,,,,0,6,,1,,0,730,
,,,,,0,5,,0,5,,0,864,
,,,,,0,5,,0,3,,0,640,
,,,,,,,,,,
,RATIOS RELEVANTES (%),,,,,,,,,
,,,,,1,36,,1,40,,,
,,,,,9,00,,5,92,,,
,,,,,0,93,,0,68,,,
,,,,8,01,,5,82,,,,
,,,,,48,24,,51,46,,,
,,,,,57,81,,58,43,,,
,,,,,3,35,,3,38,,,
,,,,,2,00,,2,64,,,
,,,,,77,84,,82,8,,,
,,,,,,,,,,
,RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,,,
,,,,,13,22,,12,87,,,
,,,,,0,00,,0,00,,,
,,,,,13,22,,12,87,,,
,,,,,,,,,,
,INFORMACIÓN ADICIONAL,,,,,,,,,
,,,,,36.701,,35.156,,,
,,,,,290,,278,,,
,,,,,104,,101,,,
