,,,,31.12.2007,31.12.2007,31.12.2006,31.12.2006,(A)/(B)
,,,,,,,,
BALANCE (millones de euros),BALANCE (millones de euros),,,,,,,
,,,,373,,331,,1,086
,,,,,373,,331,
,,,,267,,242,,1,139
,,,,,267,,242,
,,,,323,,295,,1,062
,,,,,323,,295,
,,,,26,,32,,0,769
,,,,,26,,32,
,,,,349,,327,,1,040
,,,,,349,,327,
,,,,29,,25,,1,138
,,,,,29,,25,
,,,,29,,25,,1,103
,,,,,29,,25,
,,,,,,,,
,,,,,,,,
CUENTA DE RESULTADOS (millones de euros),CUENTA DE RESULTADOS (millones de euros),,,,,,,
,,,,,,,,
,,,,11,,9,,1,182
,,,,,11,,9,
,,,,12,,10,,1,167
,,,,,12,,10,
,,,,12,,10,,1,167
,,,,,12,,10,
,,,,5,,4,,1,400
,,,,,5,,4,
,,,,4,,3,,1,250
,,,,,4,,3,
,,,,3,,2,,1,333
,,,,,3,,2,
,,,,,,,,
,,,,,,,,
RATIOS RELEVANTES (%),RATIOS RELEVANTES (%),,,,,,,
,,,,,,,,
,,,,1,44,,1,15,,
,,,,,1,44,,1,15,
,,,,13,75,,8,69,,
,,,,,13,75,,8,69,
,,,,0,954,,0,693,,
,,,,,0,954,,0,693,
,,,,0,87,,0,65,,
,,,,59,66,,64,07,,
,,,,,59,66,,64,07,
,,,,63,27,,68,8,,
,,,,,63,27,,68,8,
,,,,1,13,,1,26,,
,,,,,1,13,,1,26,
,,,,0,69,,0,83,,
,,,,,0,69,,0,83,
,,,,230,47,,191,7,,
,,,,,230,47,,191,7,
,,,,,,,,
,,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,
,,,,,,,,
,,,,8,32,,8,00,,
,,,,,8,32,,8,00,
,,,,9,60,,9,04,,
,,,,,9,60,,9,04,
,,,,9,60,,9,04,,
,,,,,9,60,,9,04,
,,,,,,,,
,,,,,,,,
INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,13.537,,13.175,,
,,,,,13.537,,13.175,
,,,,120,,114,,
,,,,,120,,114,
,,,,43,,43,,
,,,,,43,,43,
