,,,,31.12.2007,31.12.2007,31.12.2006,31.12.2006,(A)/(B)
,,,,,,,,
BALANCE (millones de euros),BALANCE (millones de euros),,,,,,,
,,,,4.486,,4.432,,0,986
,,,,,4.486,,4.432,
,,,,3.941,,3.810,,0,996
,,,,,3.941,,3.810,
,,,,3.803,,3.756,,0,942
,,,,,3.803,,3.756,
,,,,359,,343,,0,624
,,,,,359,,343,
,,,,4.162,,4.099,,0,915
,,,,,4.162,,4.099,
,,,,402,,368,,1,104
,,,,,402,,368,
,,,,388,,355,,1,108
,,,,,388,,355,
,,,,,,,,
,,,,,,,,
CUENTA DE RESULTADOS (millones de euros),CUENTA DE RESULTADOS (millones de euros),,,,,,,
,,,,,,,,
,,,,134,,111,,1,037
,,,,,134,,111,
,,,,155,,133,,1,065
,,,,,155,,133,
,,,,155,,133,,1,032
,,,,,155,,133,
,,,,70,,54,,1,057
,,,,,70,,54,
,,,,51,,46,,0,588
,,,,,51,,46,
,,,,37,,34,,0,622
,,,,,37,,34,
,,,,,,,,
,,,,,,,,
RATIOS RELEVANTES (%),RATIOS RELEVANTES (%),,,,,,,
,,,,,,,,
,,,,2,00,,1,35,,
,,,,,2,00,,1,35,
,,,,14,00,,13,48,,
,,,,,14,00,,13,48,
,,,,0,85,,0,85,,
,,,,,0,85,,0,85,
,,,,52,00,,55,85,,
,,,,,52,00,,55,85,
,,,,55,00,,59,23,,
,,,,,55,00,,59,23,
,,,,0,74,,0,74,,
,,,,,0,74,,0,74,
,,,,0,87,,0,57,,
,,,,,0,87,,0,57,
,,,,240,00,,262,23,,
,,,,,240,00,,262,23,
,,,,,,,,
,,,,,,,,
RATIOS DE CAPITAL (NORMATIVA BIS) (%),RATIOS DE CAPITAL (NORMATIVA BIS) (%),,,,,,,
,,,,,,,,
,,,,12,07,,10,45,,
,,,,,12,07,,10,45,
,,,,2,58,,2,35,,
,,,,,2,58,,2,35,
,,,,14,65,,12,80,,
,,,,,14,65,,12,80,
,,,,,,,,
,,,,,,,,
INFORMACIÓN ADICIONAL,INFORMACIÓN ADICIONAL,,,,,,,
,,,,,,,,
,,,,1.290.360,,1.285.380,,
,,,,,1.290.360,,1.285.380,
,,,,111.927,,106.949,,
,,,,,111.927,,106.949,
,,,,970,,940,,
,,,,,970,,940,
,,,,298,,290,,
,,,,,298,,290,
