,Bonos Serie C,,
Vida media (años),22,34,19,84,17,33
TIR,2,745%,2,745%,2,745%
Duración (años),16,37,14,99,13,51
Vencimiento final,25 06 2031,25 12 2028,25 06 2026
(en años),22,34,19,84,17,33
