Cedente,% del saldo nominal
pendiente de vencimiento de
las participaciones
hipotecarias en la cartera
auditada,% del saldo nominal
pendiente de vencimiento
de los certificados de
transmisión de hipoteca en
la cartera auditada
BANCO
GALLEGO,16,92%,5,53%
CREDIFIMO,64,77,12,78%
