,,,,Fitch,,,S&P,
,Serie A,,AAA,,,AAA,,
,Valores NAS-IO,,AAA,,,AAA,,
,Serie B,,A,,,A-,,
,Serie C,,BBB,,,BBB,,
,Serie D,,BB+,,,BB,,
