Fondo,,Fecha
Constitución,Emitido,Saldo Bonos,
,Fondos de Titulización de Activos,,,30 de junio de 2006,
GLOBALDRIVE DEALER FLOORPLAN (SPAIN)
TdA, F.T.A.,,5-abr-04,787.046.186€,787.046.186€,
GLOBALDRIVE SERIES 3 (SPAIN) TDA, F.T.A.,,10-may-05,499.999.948€,355.684.230€,
BANCO FINANTIA SOFINLOC Nº 1, F.T.A.,,1-jul-04,80.004.795€,73.912.316€,
BANCO FINANTIA SOFINLOC TDA Nº 2, F.T.A.,,11-mar-05,71.717.670€,67.249.558€,
,CAP-TDA 1, F.T.A.,25-jun-03,300.000.000€,300.000.000€,
,FONDO DE TITULACION DE ACTIVOS,25-abr-96,4.297.236.546€,0€,
,RESULTANTES DE LA MORATORIA NUCLEAR,,,,
CAJA SAN FERNANDO CDO I, F.T.A.,,17-feb-05,$167.250.000,$148.097.095,
,,,116.400.000€,105.268.690€,
