Cedente,% del saldo nominal
pendiente de vencimiento de
las participaciones
hipotecarias en la cartera
auditada,% del saldo nominal
pendiente de vencimiento
de los certificados de
transmisión de hipoteca en
la cartera auditada
Banco
Guipuzcoano,69,37%,28,62%
Banca March,30,63%,71,38%
