,,,,Moody´s,,,Fitch,
,Serie A1,,Aaa,,,AAA,,
,Serie A2,,Aaa,,,AAA,,
,Serie B,,A1,,,A,,
,Serie C,,Baa3,,,BBB,,
,Serie D,,C,,,CCC,,
