,Tipo de,,,Serie,,Serie B,,Serie,,,Serie,,Serie E,Serie F
,,,,A,,,,C,,,D,,,
,Interés,,,,,,,,,,,,,
,,,4,408%,,,4,498%,4,628%,,,5,008%,,,7,208%,10,708%
,Nominal,,,,,,,,,,,,,
