,Tipo de,,,Serie,,Serie B,,Serie,,,Serie,,Serie E,Serie F
,,,,A,,,,C,,,D,,,
,Interés,,,,,,,,,,,,,
,,,4,397%,,,4,487%,4,617%,,,4,997%,,,7,197%,10,697%
,Nominal,,,,,,,,,,,,,
