,,,,Fitch,,,S&P,
,Serie A,,AAA,,,AAA,,
,Valores NAS-IO,,AAA,,,AAA,,
,Serie B,,AA,,,AA,,
,Serie C,,A,,,A,,
,Serie D,,BBB,,,BBB,,
,Serie E,,BB,,,BB,,
,Serie F,,B,,,B-,,
