Tipos Mínimos,Saldo Nominal Pendiente
de Vencimiento de los
préstamos hipotecarios,% sobre Total del Saldo Nominal
Pendiente de Vencimiento de los
préstamos hipotecarios
3,25,1.610.892,38,0,30
3,50,2.636.518,32,0,49
3,60,64.332,42,0,01
3,75,1.913.188,39,0,36
3,85,416.640,00,0,08
3,90,147.855,58,0,03
3,95,185.079.831,67,34,72
