AyT Goya Hipotecario III, FTA
Distribución por Saldo Inicial
Saldo Inicial P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p o in n t d er e é r. s Vi M da e d re ia s i p d o u n a d l e a r ñ . os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial P m laz e o d i T a o p ta o l n a d ñ e o r s

Inferior a 49.999 937 3,28% 31.850.844,46 0,76% 33.992,36 1,97% 13,66 1,71 36.681.984,20 15,37
entre 50.000 Y 99.999 6.688 23,44% 470.150.353,96 11,22% 70.297,60 1,85% 20,04 1,62 514.726.460,86 21,67
entre 100.000 Y 149.999 8.648 30,31% 995.358.148,71 23,75% 115.096,92 1,79% 24,53 1,71 1.066.984.645,51 26,24
entre 150.000 Y 199.999 5.858 20,53% 941.057.280,51 22,45% 160.644,81 1,79% 26,35 1,84 1.002.969.020,06 28,19
entre 200.000 Y 249.999 3.007 10,54% 619.910.548,19 14,79% 206.155,82 1,77% 27,21 1,96 663.457.434,82 29,16
entre 250.000 Y 299.999 1.377 4,83% 345.708.843,21 8,25% 251.059,44 1,77% 27,39 2,00 372.426.087,84 29,39
entre 300.000 Y 349.999 809 2,84% 235.447.721,11 5,62% 291.035,50 1,75% 26,43 2,07 259.116.417,75 28,50
entre 350.000 Y 3999.999 396 1,39% 132.413.798,26 3,16% 334.378,28 1,77% 26,66 2,02 146.853.726,21 28,68
entre 400.000 Y 449.999 224 0,79% 82.624.266,21 1,97% 368.858,33 1,78% 25,82 2,07 93.649.363,32 27,89
entre 450.000 Y 499.999 166 0,58% 69.495.056,26 1,66% 418.644,92 1,75% 26,07 2,06 77.945.043,29 28,13
entre 500.000 Y 999.999 374 1,31% 211.110.332,26 5,04% 564.466,13 1,75% 25,13 2,04 238.493.772,72 27,17
entre 1.000.000 Y 1.499.999 39 0,14% 38.522.568,70 0,92% 987.758,17 1,82% 22,61 2,31 44.545.340,77 24,91
Superior o igual a 1.500.000 12 0,04% 17.874.394,41 0,43% 1.489.532,87 1,77% 20,54 3,54 20.822.166,65 24,08

Totales 28.535 100% 4.191.524.156,25 100% 146.890,63 1,79% 25,20 1,86 4.538.671.464,00 27,07
Valor Máximo 2.100.000,00
Valor Mínimo 5.764,10
Valor Máximo 2.100.000,00
Valor Mínimo 5.764,10
