AyT Goya Hipotecario III, FTA
Distribución por Fecha de Revisión de los tipos de interés
Fech t a i p d o e s R d e e v i i n si t ó e n ré d s e los P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p o in n t d er e é r s . Vid M a e d re ia s i p d o u n al d a e ñ r. os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial Pl m az e o d i T a o p ta o l n a d ñ e o r s

nov-10 252 0,88% 39.276.501,70 0,94% 155.859,13 1,75% 23,71 2,36 44.127.424,91 26,07
dic-10 1.717 6,02% 255.124.834,23 6,09% 148.587,56 1,74% 25,29 1,81 276.190.311,16 27,10
ene-11 1.652 5,79% 245.206.774,82 5,85% 148.430,25 1,72% 24,86 2,04 269.212.321,82 26,90
feb-11 1.868 6,55% 275.444.365,94 6,57% 147.454,16 1,72% 25,31 1,97 297.646.678,21 27,28
mar-11 2.406 8,43% 369.017.007,43 8,80% 153.373,65 1,71% 25,33 1,75 396.471.573,77 27,08
abr-11 2.885 10,11% 431.068.535,06 10,28% 149.417,17 1,68% 25,46 1,78 463.590.524,69 27,24
may-11 3.163 11,08% 474.404.284,44 11,32% 149.985,55 1,68% 25,35 1,77 511.704.429,25 27,12
jun-11 3.268 11,45% 478.356.442,69 11,41% 146.375,90 1,68% 25,36 1,88 520.412.999,21 27,24
jul-11 3.461 12,13% 512.103.241,43 12,22% 147.963,95 1,73% 25,05 1,92 556.624.430,79 26,98
ago-11 1.919 6,73% 265.759.397,87 6,34% 138.488,48 1,81% 24,96 1,88 288.050.881,05 26,84
sep-11 2.108 7,39% 305.827.777,69 7,30% 145.079,59 1,90% 25,38 1,90 330.917.349,63 27,28
oct-11 1.887 6,61% 267.672.277,33 6,39% 141.850,70 1,92% 25,07 1,88 290.559.345,20 26,95
Posterior a 31/10/2011 1.834 6,43% 260.059.483,56 6,20% 141.799,06 2,34% 25,05 1,81 280.096.224,07 26,86
Tipo Fijo 115 0,40% 12.203.232,06 0,29% 106.115,06 5,28% 21,79 1,79 13.066.970,24 23,58

Totales 28.535 100% 4.191.524.156,25 100% 146.890,63 1,79% 25,20 1,86 4.538.671.464,00 27,07
