AyT Goya Hipotecario III, FTA
Distribución por Saldo Vivo
Saldo Vivo P N ré ú s m ta e m ro o s % p r s é o s b t r a e m t o o s tal S V a i l v d o o % V S iv a o ldo Sa M ld e o d V io ivo T M ip e o d io d e p o in n t d e e ré r. s Vid M a e d re ia s i p d o u n a d l e a r ñ . os An M t e ig d ü ia e d p a o d n d a e ñ r os Saldo Inicial P m laz e o d i T a o p ta o l n a d ñ e o r s

Inferior a 49.999 1.701 5,96% 64.689.911,09 1,54% 38.030,52 1,93% 13,41 1,97 85.752.648,79 15,38
entre 50.000 Y 99.999 7.594 26,61% 586.324.429,95 13,99% 77.208,91 1,84% 20,34 1,71 657.982.154,34 22,06
entre 100.000 Y 149.999 8.691 30,46% 1.078.897.984,61 25,74% 124.139,68 1,79% 24,90 1,76 1.161.940.054,13 26,66
entre 150.000 Y 199.999 5.299 18,57% 913.833.272,32 21,80% 172.453,91 1,78% 26,73 1,85 974.465.084,50 28,58
entre 200.000 Y 249.999 2.533 8,88% 561.127.008,47 13,39% 221.526,65 1,77% 27,54 1,97 598.373.322,25 29,51
entre 250.000 Y 299.999 1.199 4,20% 326.290.132,71 7,78% 272.135,22 1,77% 27,25 2,00 348.538.281,63 29,25
entre 300.000 Y 349.999 614 2,15% 197.721.728,05 4,72% 322.022,36 1,76% 27,18 1,99 212.617.457,97 29,17
entre 350.000 Y 3999.999 307 1,08% 114.568.613,79 2,73% 373.187,67 1,76% 26,37 1,93 125.229.339,42 28,30
entre 400.000 Y 449.999 176 0,62% 74.646.990,12 1,78% 424.130,63 1,78% 26,24 1,97 80.316.984,38 28,21
entre 450.000 Y 499.999 113 0,40% 53.719.328,13 1,28% 475.392,28 1,74% 26,33 1,96 57.288.163,74 28,28
entre 500.000 Y 999.999 273 0,96% 175.767.261,75 4,19% 643.836,12 1,75% 25,34 2,00 188.286.601,09 27,34
entre 1.000.000 Y 1.499.999 29 0,10% 33.696.736,13 0,80% 1.161.956,42 1,82% 22,70 2,20 36.695.571,76 24,90
Superior o igual a 1.500.000 6 0,02% 10.240.759,13 0,24% 1.706.793,19 1,80% 21,80 3,75 11.185.800,00 25,55

Totales 28.535 100% 4.191.524.156,25 100% 146.890,63 1,79% 25,20 1,86 4.538.671.464,00 27,07
Valor Máximo 1.963.025,08
Valor Mínimo 63,75
Valor Máximo 1.963.025,08
Valor Mínimo 63,75
