,,,,,,,,,,31.12.2012,,,(A-B)/(B),
,,,,,,,,,,,,,,
,BALANCE (miles de euros),,,,,,,,,,,,,
,,,,,,,,,9.504.703,,,0,93,,
,,,,,,,,,,6.550.238,,,-2,62,
,,,,,,,,,,5.352.698,,,8,77,
,,,,,,,,,,1.092.720,,,13,97,
,,,,,,,,,,6.445.418,,,9,65,
,,,,,,,,,,708.050,,,11,02,
,,,,,,,,,,702.326,,,6,96,
,,,,,,,,,,,,,,
CUENTA DE RESULTADOS (miles de euros),,,,,,,,,,,,,,
,,,,,,,,,,133.260,,,-1,36,
,,,,,,,,,,193.315,,,0,40,
,,,,,,,,,,-58.773,,,187,36,
,,,,,,,,,,-69.674,,,156,76,
,,,,,,,,,,,,,,
,,,,,,,,,,-40.486,,,190,32,
,,,,,,,,,,,,,,
,RATIOS RELEVANTES (%),,,,,,,,,,,,,
,,,,,,,,,1,24,,,,,
,,,,,,,,,,-5,45,,,,
,,,,,,,,,,-0,44,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,-0,72,,,,
,,,,,,,,,,36,41,,,,
,,,,,,,,,,40,60,,,,
,,,,,,,,,,4,41,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,0,72,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,106,44,,,,
,,,,,,,,,,,,,,
,RATIOS DE CAPITAL (%) (*),,,,,,,,,,,,,
,,,,,,,,,,11,76,,,,
,,,,,,,,,,0,51,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,11,83,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,INFORMACIÓN ADICIONAL,,,,,,,,,,,,,
,,,,,,,,,898,,,,,
,,,,,,,,,,243,,,,
