FONDOS DE TITULIZACION HIPOTECARIA,,,,,,,,,
FONDOS,SERIES,SALDO VIVO POR
SERIE,,,TIPO POR
SERIES,,AGENCIA DE
CALIFICACION,FECHA CONS-
TITUCION,SALDO INICIAL
ACTIVOS
FTH HIPOTEBANSA XI Serie A Euribor 3M S&P / 26/11/2002 1.062.000.000,00
135.063.991,52 € + 0.24% Moody´s €
Serie B Euribor 3M
8.103.837,80 € + 0.45%
Total 143.167.829,32 €,,,,,,,,,
,,,135.063.991,52 €,,,,,,
,,,8.103.837,80 €,,,,,,
,,,143.167.829,32 €,,,,,,
FTH UCI 10 Serie A
Serie B,,,120.739.508,40 €,,,Euribor 3M S&P 14/05/2004 700.000.000,00 €
+ 0.16%
Euribor 3M
+ 0.50%,,,
,,,7.706.773,20 €,,,,,,
,,,128.446.281,60 €,,,,,,
,,,240.857.602,24 €,,,,,,
