,,,,8.999.999,92 €,,,,,,
,,,,23.800.000,04 €,,,,,,
,,,,273.657.602,20 €,,,,,,
,,TOTAL,,545.271.713,12 €,,,,,,2.662.000.000,00
,,FTH,,,,,,,,€
