,,,,Moody´s,,,Fitch,
,Serie 1-A1,,Aaa,,,AAA,,
,Serie 1-A2,,Aaa,,,AAA,,
,Serie 1-B,,Aa3,,,A,,
,Serie 1-C,,Baa1,,,BBB,,
,Serie 1-D,,Ca,,,CCC,,
,Serie 2-A,,-,,,AAA,,
,Serie 2-B,,-,,,A-,,
,Serie 2-C,,-,,,CCC,,
