Cedente,% del saldo nominal
pendiente de vencimiento de
las participaciones
hipotecarias en la cartera
auditada,% del saldo nominal
pendiente de vencimiento
de los certificados de
transmisión de hipoteca en
la cartera auditada
Banco
Guipuzcoano,64,09%,19,67%
Banca March,35,91%,80,33%
