Cedente,Saldo Nominal Pendiente de Vencimiento de los préstamos
hipotecarios de la cartera auditada,,
,Participaciones
Hipotecarias,Certificados de
Transmisión de
Hipoteca,Totales
Banco
Guipuzcoano,578.308.960,09 €,18.477.610,61 €,596.786.570,7 €
Banca March,324.062.647,29€,75.482.361,98 €,399.545.009,27 €
