,Tipo de Interés Nominal,,,Serie 1-A1,,,Serie 1-A2,,,Serie 1-B,,,Serie 1-C,,,Serie 1-D,
,,,3,047%,,,3,147%,,,3,247%,,,3,447%,,,6,497%,,
