Fitch,Significado
AAA,Los pagos de intereses están cubiertos por un margen amplio o
excepcionalmente estable y el cobro de principal es seguro.
AA,La fluctuación de los elementos de protección puede ser mayor , o
pueden no existir otros elementos que hagan percibir que el riesgo a
