,Tipo de Interés Nominal,,,Serie 1-A1,,,Serie 1-A2,Serie 1-B,,,Serie 1-C,,,Serie 1-D,
,,,3,088%,,,3,188%,,3,288%,,3,488%,,,6,538%,,
