Moody’s,,,,Meaning,
,,,,,
P-1,,,,Strong capacity to return on time its commitments with respect to,
,,,,issues of less than one year.,
P-2,,,,Strong capacity of repayment for debt commitments in a timely,
,,,,manner with respect to issues of less than one year.,
P-3,,,,Acceptable capacity for repayment of debt commitments issued at,
,,,,a term of under one year.,
,No Prime,,,Do not have the characteristics of any of the above categories,
---,---,,,,
,,,,,
