,,,Bond Issue.
,Date of,,
Securitisation Fund,,Initial Bond Issue,Balance at
,Incorporation,,
,,,30/09/2005
,,,
,,,
FTPYME ICO-TDA 2, FONDO DE TITULIZACIÓN,20-feb-01,262.732.500€,
DE ACTIVOS,,,30,863,080€,,
FTPYME TDA 3, FONDO DE TITULIZACIÓN DE,14-feb-02,225.055.000€,
ACTIVOS,,,77,712,839€,,
FTPYME TDA 4, FONDO DE TITULIZACIÓN DE,10-oct-03,250.000.000€,
ACTIVOS,,,273,175,797€,,
FTPYME TDA 5, FONDO DE TITULIZACIÓN DE,29-dec-04,200.000.000€,
ACTIVOS,,,165,322,340€,,
FTPYME TDA SABADELL 1, FONDO DE,3-jun-02,600.000.000€,
TITULIZACIÓN DE ACTIVOS,,,273,175,797€,,
FTPYME TDA SABADELL 2, FONDO DE,12-nov-03,500.000.000€,
TITULIZACIÓN DE ACTIVOS,,,500,000,000€,,
FTPYME TDA CAM 1, FONDO DE TITULIZACIÓN,17-jun-02,600.000.000€,
DE ACTIVOS,,,257,967,966€,,
FTPYME TDA CAM 2, FONDO DE TITULIZACIÓN,17-nov-04,750.000.000€,
DE ACTIVOS,,,648,714,723€,,
CIBELES III FTPYME, FONDO DE TITULIZACIÓN,19-dec-03,500.000.000€,
DE ACTIVOS,,,500,000,000€,,
