Fechas EURIBOR 3 meses BONO A1 BONO A2 BONO A3 BONO B BONO C BONO D BONO E BONO F
14-dic-06 3,679% 3,779% 3,849% 3,869% 3,979% 4,129% 4,479% 6,429% 6,679%
13-dic-06 3,674% 3,774% 3,844% 3,864% 3,974% 4,124% 4,474% 6,424% 6,674%
12-dic-06 3,674% 3,774% 3,844% 3,864% 3,974% 4,124% 4,474% 6,424% 6,674%
11-dic-06 3,673% 3,773% 3,843% 3,863% 3,973% 4,123% 4,473% 6,423% 6,673%
08-dic-06 3,669% 3,769% 3,839% 3,859% 3,969% 4,119% 4,469% 6,419% 6,669%
07-dic-06 3,662% 3,762% 3,832% 3,852% 3,962% 4,112% 4,462% 6,412% 6,662%
06-dic-06 3,653% 3,753% 3,823% 3,843% 3,953% 4,103% 4,453% 6,403% 6,653%
05-dic-06 3,643% 3,743% 3,813% 3,833% 3,943% 4,093% 4,443% 6,393% 6,643%
04-dic-06 3,639% 3,739% 3,809% 3,829% 3,939% 4,089% 4,439% 6,389% 6,639%
01-dic-06 3,638% 3,738% 3,808% 3,828% 3,938% 4,088% 4,438% 6,388% 6,638%
03-nov-06 3,636% 3,736% 3,806% 3,826% 3,936% 4,086% 4,436% 6,386% 6,636%
29-nov-06 3,627% 3,727% 3,797% 3,817% 3,927% 4,077% 4,427% 6,377% 6,627%
28-nov-06 3,626% 3,726% 3,796% 3,816% 3,926% 4,076% 4,426% 6,376% 6,626%
27-nov-06 3,625% 3,725% 3,795% 3,815% 3,925% 4,075% 4,425% 6,375% 6,625%
24-nov-06 3,624% 3,724% 3,794% 3,814% 3,924% 4,074% 4,424% 6,374% 6,624%
23-nov-06 3,618% 3,718% 3,788% 3,808% 3,918% 4,068% 4,418% 6,368% 6,618%
22-nov-06 3,613% 3,713% 3,783% 3,803% 3,913% 4,063% 4,413% 6,363% 6,613%
21-nov-06 3,604% 3,704% 3,774% 3,794% 3,904% 4,054% 4,404% 6,354% 6,604%
20-nov-06 3,603% 3,703% 3,773% 3,793% 3,903% 4,053% 4,403% 6,353% 6,603%
17-nov-06 3,604% 3,704% 3,774% 3,794% 3,904% 4,054% 4,404% 6,354% 6,604%
16-nov-06 3,598% 3,698% 3,768% 3,788% 3,898% 4,048% 4,398% 6,348% 6,598%
15-nov-06 3,595% 3,695% 3,765% 3,785% 3,895% 4,045% 4,395% 6,345% 6,595%
