,Serie E,
Entidad,,
,Nº,Importe
,,
CAJA GRANADA,44,4.400.000
CAIXA TERRASSA,41,4.100.000
BSIL,14,1.400.000
CALYON,14,1.400.000
IXIS CIB,14,1.400.000
EBN BANCO,13,1.300.000
Total,140,14.000.000
