,,,,Fitch,,,S&P,
,Serie A1,,AAA,,,AAA,,
,Serie A2,,AAA,,,AAA,,
,Serie A3,,AAA,,,AAA,,
,Valores NAS-IO,,AAA,,,AAA,,
,Serie B,,AA,,,AA,,
,Serie C,,A,,,A,,
,Serie D,,BBB,,,BBB-,,
,Serie E,,BB,,,BB-,,
,Serie F,,B+,,,B,,
