EMISIÓN TDA 27, FTA
(División por Localización Geográfica de la Garantía)

VENCIMIENTO VENCIMIENTO
INICIAL RESIDUAL TIPO ACTUAL
SALDO Min. TIPO Máx. TIPO
PROVINCIA GARANTÍA NUM SALDO ACTUAL EUROS PONDERADO PONDERADO PONDERADO POR
ACTUAL % ACTUAL ACTUAL
POR SALDO POR SALDO SALDO ACTUAL
INICIAL (meses) ACTUAL (meses)
ALAVA 9 46 1 05.543.018,07 10,09 308 282 3,850 2,750 5,615
ALBACETE 1 108.010,71 0,01 300 277 3,870 3,871 3,871
ALICANTE 1 8 1.566.444,35 0,15 325 305 4,020 2,750 5,950
ALMERIA 3 49 2 8.408.854,75 2,72 330 307 4,350 2,700 6,215
ASTURIAS 1 93.441,90 0,01 360 341 4,610 4,615 4,615
AVILA 1 29.494,64 0,00 361 345 5,950 5,950 5,950
BADAJOZ 9 9 8.450.204,04 0,81 366 356 4,680 3,750 5,965
BALEARES 1 361.132,84 0,03 360 331 3,870 3,871 3,871
BARCELONA 2.333 2 86.487.344,05 27,39 378 355 4,070 2,914 6,065
BURGOS 2 46 2 5.400.157,60 2,43 310 285 3,870 2,500 5,950
CACERES 6 710.700,33 0,07 368 358 4,640 3,750 5,215
CADIZ 3 27 2 8.890.318,16 2,76 358 343 4,540 2,900 6,215
CANTABRIA 8 6 8.443.182,55 0,81 302 277 3,820 2,720 4,365
CASTELLON 1 2 1.321.281,63 0,13 361 344 3,940 2,750 5,950
CORDOBA 1 85 1 3.464.201,72 1,29 333 307 4,280 3,000 5,950
GERONA 1 90 2 1.739.874,20 2,08 379 358 4,060 3,000 5,950
GRANADA 2.179 1 52.053.617,75 14,54 297 260 4,090 2,650 6,308
GUADALAJARA 3 5 4.126.409,68 0,39 350 326 4,250 3,664 5,965
HUELVA 1 28 1 0.246.378,18 0,98 328 310 4,130 2,700 6,215
HUESCA 3 260.279,06 0,02 323 307 3,850 3,500 4,265
JAEN 4 42 2 3.863.518,98 2,28 284 239 4,080 2,950 5,750
LAS PALMAS 8 4 6.967.300,00 0,67 363 354 4,730 3,750 6,215
LEON 5 1 4.029.867,32 0,39 303 281 3,800 2,750 4,808
LERIDA 1 66 1 5.763.664,37 1,51 367 347 4,130 3,164 4,965
LOGROÑO 1 06 1 1.066.249,63 1,06 297 271 3,740 3,000 4,651
LUGO 1 112.143,65 0,01 300 284 3,910 3,908 3,908
MADRID 1.150 1 18.233.393,01 11,30 349 332 4,390 2,750 6,615
MALAGA 6 51 5 6.703.130,84 5,42 330 307 4,370 2,700 6,215
MELILLA 4 305.226,23 0,03 301 269 4,020 3,542 4,636
MURCIA 1 57.736,19 0,01 180 170 3,750 3,750 3,750
NAVARRA 8 829.935,89 0,08 322 304 3,810 3,250 4,615
PALENCIA 3 230.620,81 0,02 304 272 3,820 3,605 4,215
PONTEVEDRA 2 133.605,04 0,01 324 312 4,680 4,105 5,065
S. C. DE TENERIFE 3 1 2.399.235,96 0,23 369 358 4,720 3,500 6,215
SALAMANCA 1 3 1.518.729,57 0,15 337 322 3,770 2,750 4,815
SEGOVIA 2 219.180,84 0,02 330 312 3,690 3,605 4,108
SEVILLA 7 15 5 3.899.527,20 5,15 354 332 4,370 2,720 6,215
SORIA 1 197.114,48 0,02 480 473 4,220 4,215 4,215
TARRAGONA 2 62 2 8.896.538,97 2,76 351 330 4,090 2,700 5,500
TOLEDO 7 6 6.846.327,55 0,65 356 342 4,540 3,000 6,215
VALENCIA 1 4 733.124,47 0,07 370 359 4,720 3,950 6,115
VALLADOLID 4 0 3.783.403,03 0,36 310 284 3,820 2,950 4,515
VIZCAYA 1 7 2.170.121,65 0,21 318 290 3,890 3,250 4,365
ZAMORA 1 46.247,73 0,00 181 163 3,720 3,721 3,721
ZARAGOZA 9 9 9.234.727,96 0,88 322 291 4,000 2,750 5,965
TOTALES 11.086 1.045.945.017,58 100 341 316 4,150 2,500 6,615
82
