,CREDIFIMO,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,30/09/2006,,,31/12/2005,,,30/09/2005,,,∆%,
,,,,,,,,,,,,,,
,BALANCE (millones de euros),,,,,,,,,,,,,
,Activo total,,,530,86,,,510,86,,,567,07,,,-6,4%,
,Créditos sobre clientes (bruto),,,525,18,,,502,02,,,561,30,,,-6,4%,
,Recursos de clientes en balance,,,0,00,,,0,00,,,0,00,,,,
,Otros recursos de clientes,,,0,00,,,0,00,,,0,00,,,,
