,Tipo de,,Serie A1,,Serie A2,,Serie,,,Serie B,,,Serie C,,,Serie D,
,Interés,,3,693%,,3,783%,,3,663%,,3,943%,,,4,243%,,,7,143%,,
,Nominal,,,,,,,,,,,,,,,,
