,Tipo de,,Serie A1,,Serie A2,,Serie,,,Serie B,,,Serie C,,,Serie D,
,Interés,3,704%,,3,794%,,3,674%,,,3,954%,,,4,254%,,,7,154%,,
,Nominal,,,,,,,,,,,,,,,,
