Cartera de préstamos hipotecarios al día 18.06.2013
Clasificación por el uso de la vivienda,,
Uso,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Primera vivienda,2.506 98,47,233.394.150,05 98,71
Primera y segundas viviendas,38 1,49,3.032.186,49 1,28
Segunda vivienda,1 0,04,29.403,98 0,01
Total 2.545 100,00 236.455.740,52 100,00,,
