,,,,,,,31.12.2011 (*),,(A-B)/(B)
,,,,,,,,,
,BALANCE (millones de euros),,,,,,,,
,,,,,,,6.020,,1,84
,,,,,,,4.873,,-3,14
,,,,,,,4.208,,-3,68
,,,,,,,573,,8,55
,,,,,,,4.781,,-2,22
,,,,,,,344,,13,95
,,,,,,,338,,13,91
,,,,,,,,,
,CUENTA DE PÉRDIDAS Y GANANCIAS (**),,,,,,,,
,(millones de euros),,,,,,,,
,,,,,,,28,,225,00
,,,,,,,45,,304,44
,,,,,,,4,,-1.475,00
,,,,,,,5,,180,00
,,,,,,4,,275,00,
,,,,,,,4,,275,00
,,,,,,,,,
,RATIOS RELEVANTES (%),,,,,,,,
,,,,,,,0,8,,
,,,,,,,4,4,,
,,,,,,,0,2,,
,,,,,,0,4,,,
,,,,,,,59,66,,
,,,,,,,65,18,,
,,,,,,,12,06,,
,,,,,,3,0,,,
,,,,,,,,,
,,,,,,,68,14,,
,,,,,,,,,
,RATIOS DE CAPITAL,,,,,,,,
,(%),,,,,,,,
,,,,,,,89,41,,
,,,,,,,10,59,,
,,,,,,,100,,
,,,,,,,,,
,,,,,,,,,
,INFORMACIÓN ADICIONAL,,,,,,,,
,,,,,,,5.499.761,,
,,,,,,,108.664,,
,,,,,,,969,,
,,,,,,,321,,
