Principal
Pendiente de
Canal de originación Num. Préstamos Cobro %
Oficina de Caja Madrid 2.529 486.441.778,83 74,55%
Red de Mapfre o Red de API 921 166.096.890,58 25,45%
Total 3.450 652.538.669,41 100,00%
