Serie de Bonos Calificación de Fitch
Serie A1 AAA
Serie A2 AAA
Serie B AA -
Serie C BBB
Serie D BB
Serie de Bonos Calificación de Moody's
Serie A1 Aaa
Serie A2 Aaa
Serie B Aa2
Serie C Baa1
Serie D Ba1
Serie de Bonos Calificación de S&P
Serie A1 AAA
Serie A2 AAA
Serie B A
Serie C BBB+
Serie D BB -
