Morosidad de los créditos hipotecarios “Crédito Total” (%),,,,,,,,,,,,
,,,,,,,,,,,,
,Ene,Feb,Mar,Abr,Ma,Jun,Jul,Ago,Sep,Oct,Nov,Dic
