J.P. MORGAN SECURITIES LTD.,,,425.100.000,,,28.900.000,,,21.000.000,,
AHORRO CORPORACIÓN FINANCIERA,
S.V., S.A.,,,75.000.000,,,-,,,-,,
CAJA DE AHORROS Y MONTE DE PIEDAD
DE GIPUZKOA Y SAN SEBASTIÁN (KUTXA),,,200.000.000,,,-,,,-,,
,Total,,,700.100.000,,,28.900.000,,,21.000.000,
