Bonos Serie A2b,,,,
8,10,7,06,6,21,5,54,4,98
3,118%,3,118%,3,118%,3,118%,3,118%
6,67,5,92,5,29,4,79,4,35
19 10 2023,19 01 2022,20 04 2020,21 01 2019,19 10 2017
17,40,15,65,13,90,12,65,11,39
