Bonos Serie E,,,,
13,19,11,67,10,30,9,28,8,33
7,281%,7,281%,7,281%,7,281%,7,281%
7,83,7,24,6,67,6,20,5,75
19 10 2023,19 01 2022,20 04 2020,21 01 2019,19 10 2017
17,40,15,65,13,90,12,65,11,39
