Bonos Serie B,,,,
12,29,10,78,9,49,8,47,7,59
3,282%,3,282%,3,282%,3,282%,3,282%
9,71,8,71,7,83,7,10,6,46
19 10 2023,19 01 2022,20 04 2020,21 01 2019,19 10 2017
17,40,15,65,13,90,12,65,11,39
