Niveles de atribución en Servicios centrales,
Importe,Responsable de la sanción
Hasta 45.000,El Responsable de Análisis
45.000-90.000,El Responsable de Análisis más el Interventor General
90.000-600.000,El Responsable de Análisis, el Jefe de Área de Negocio, el Interventor General y
el Director General
600.000-1.800.000,Los anteriores más la Comisión Ejecutiva
Más de 1.800.000,El Consejo Rector.
