Consejo Rector y Comisión Ejecutiva, a partir de,150.001,00 €
Director General, hasta,150.000,00€
Dos Jefes de Area Conjuntamente, hasta,150.000,00 €
Comité de Inversiones, hasta,90.000,00 €
Un Jefe de Area, hasta,60.000,00 €
Un apoderado, hasta,30.000,00 €
Apoderado Oficina: Exclusivamente para Adquisición de
vivienda con rango de 1ª hipoteca, hasta,75.000,00 €
