Bonos Serie D,,,,
12,29,10,78,9,49,8,47,7,59
5,269%,5,269%,5,269%,5,269%,5,269%
8,53,7,74,7,03,6,43,5,89
19 10 2023,19 01 2022,20 04 2020,21 01 2019,19 10 2017
17,40,15,65,13,90,12,65,11,39
