Retrasos en el pago de cuotas vencidas al día 31.12.2005
Intervalo Préstamos Principal pendiente Principal vencido no pagado
Días de vencer % s/ Principal
pendiente total,,,,
Entre 1 y 15 días,219,24.069.026,05,40.904,02,0,0019
Entre 16 y 30 días,541,68.514.556,15,94.720,64,0,0043
Entre 31 y 60 días,247,29.522.674,54,100.534,10,0,0045
Entre 61 y 90 días,57,5.868.579,37,35.512,47,0,0016
Total 1.122 135.144.069,82 271.671,23 0,0123,,,,
