TDA 22-MIXTO, FONDO DE TITULIZACION DE ACTIVOS,,,,
Variations in the hypothesis established for the Financial Service of the Fund table,,,,
EURIBOR 2.171%,,,,
Scenario,,,,
,,5% CPR,10% CPR,15% CPR
Class 1 Bonds,,,,
,,,,
,Average Life(years),5.97
2.374%,4.04
2.374%,2.99
2.374%
A1a Bond,,,,
,Yield,,,
,,,,
,Average Life (years),17.63
2.436%,13.32
2.436%,10.23
2.436%
A1b* Bond,,,,
,Yield,,,
,,,,
,Average Life (years),13.69
2.601%,10.03
2.601%,7.50
2.601%
B1 Bond,,,,
,Yield,,,
,,,,
,Average Life (years),13.69
2.995%,10.03
2.995%,7.50
2.995%
C1 Bond,,,,
,Yie ld,,,
,,,,
,Average Life (years),13.69
5.875%,10.03
5.875%,7.50
5.874%
D1 Bond,,,,
,Yield,,,
,,,,
