,as of 09/11/2004
,
,AUDITED PORTFOLIO, TDA 22-MIXTO ISSUE
(Grouped by current Interest Rate)
GROUP 1
,
,WEIGHTED WEIGHTED Min. Max.
CURRENT WEIGHTED
CURRENT INTEREST TOTAL CURRENT AVERAGE AVERAGE CURRENT CURRENT
NUM BALANCE AVERAGE INITIAL
RATE BALANCE EUROS REMAINING CURRENT INTEREST INTEREST
% TERM (months)
TERM (months) INTEREST RATE RATE RATE
,2,00 - 3,00 127 12.665.279,23 4,03 305 283 2,85 2,25 3,00
3,00 - 4,00 3103 255.529.192,56 81,36 310 282 3,67 3,00 3,95
4,00 - 5,00 602 42.581.877,30 13,56 275 238 4,16 4,00 4,90
5,00 - 6,00 68 2.938.939,88 0,94 232 160 5,06 5,00 5,95
6,00 - 7,00 7 355.083,68 0,11 232 152 6,00 6,00 6,00
,TOTAL 3.907 314.070.372,65 100 304 275 3,71 2,25 6,00
90,
