,Amount,,,
Class 1,,Coupon,Redemption,Moody’s
,(EURO),,,
,,,,
A1a,217,800,000,EURIBOR 3m + 0.15%,Pass-through ***,Aaa
A1b*,57,200,000,EURIBOR 3m + 0.21%,Pass-through,Aaa
Security IO-1,2,476,509,1.5% sobre Nocional**,N.A.,Aaa
B1,4,600,000,EURIBOR 3m + 0.37%,Pass-through,A2
C1,3,700,000,EURIBOR 3m + 0.75%,Pass-through,Baa2
D1,2,700,000,EURIBOR 3m + 3.5%,Pass-through,Ba2
