,Serie C,
Entidad,,
,Nº,Importe
,,
Deutsche Bank, AG London,33,3.300.000
J.P. Morgan Securities Ltd.,30,3.000.000
Caja de Ahorros y Monte de Piedad de Zaragoza, Aragón
y Rioja (Ibercaja),0,0
Caja de Ahorros de Valencia, Castellón y Alicante
(Bancaja),0,0
