,,,,Fitch,,,S&P,
,Serie A1,,AAA,,,AAA,,
,Serie A2,,AAA,,,AAA,,
,Valores NAS-IO,,AAA,,,AAA,,
,Serie B,,A,,,A-,,
,Serie C,,BBB,,,BBB,,
,Serie D,,BB+,,,BB,,
