,Bonos Serie A2(G),,,,
Vida media (años),7,48,6,86,6,38,5,84,5,44
TIR,2,408%,2,408%,2,408%,2,408%,2,408418%
Duración (años),6,69,6,18,5,78,5,33,4,99
Vencimiento final,20 10 2014,20 01 2014,19 07 2013,19 10 2012,19 04 2012
(en años),8,86,8,11,7,61,6,86,6,36
